0;0;7.3;0;15;100;0
0;0;7.2;0;48;100;0
0;0;6.8;0;43;100;0
0;0;6.1;0;33;100;0
0;0;6;0;17;100;0
0;0;5;0;42;100;109.05
79.2022;2.2;6.2;1;26;100;1419.96
168.447;1.8;10.8;1;71;100;2453.36
342.707;2.9;13.4;1;53;98;1970.46
454.986;3.5;16.3;1;53;90;1730.41
488.875;3.5;17.7;1;63;77;2116.27
489.747;3.4;19.8;1;67;64;2320.28
145.145;1.9;20.2;1;100;67;1557.85
126.15;1.7;19.8;1;100;71;1425.11
106.234;1.4;20.5;1;99;70;509.24
59.55;1.1;19.3;1;100;77;284.23
8.343;0.8;17.6;1;100;93;0
0;0;15.8;0;100;98;0
0;0;15.8;0;100;98;0
0;0;15.5;0;100;100;0
0;0;16.5;0;100;98;0
0;0;16.5;0;99;98;0
0;0;15;0;100;98;0
0;0;13.9;0;100;100;0
0;0;16;0;100;93;0
0;0;15;0;100;100;0
0;0;15;0;100;100;0
0;0;14.7;0;100;100;0
0;0;14.3;0;100;100;0
0;0;14;0;100;100;0
7.627;0.8;13.9;1;100;100;0
22.971;1.1;13.9;1;100;100;174.6
37.746;1.4;14;1;100;98;900.48
49.657;1.7;14;1;100;100;1358.59
57.345;1.9;14.5;1;100;98;1796.41
60.025;2;16;1;100;93;1519.19
57.431;1.9;15;1;100;98;371.5
49.817;1.7;12.6;1;100;100;566.66
37.958;1.4;10.9;1;100;100;399.68
30.2157;1.1;10.3;1;99;100;0.91
7.821;0.8;9.7;1;100;100;0
0;0;9.1;0;77;100;0
0;0;8.5;0;63;100;0
0;0;7.9;0;37;100;0
0;0;7.3;0;76;100;0
0;0;6.3;0;12;100;0
0;0;5.5;0;0;100;0
0;0;5.3;0;46;100;0
0;0;5.1;0;31;100;0
0;0;5.3;0;49;99;0
0;0;5.2;0;80;99;0
0;0;5.2;0;70;99;0
0;0;5.1;0;64;99;0
0;0;5.5;0;86;99;0
50.202;1.3;6;1;73;99;0
113.148;1.5;6.4;1;84;99;378.25
59.4954;1.4;6.6;1;98;99;599.82
92.6059;1.8;7.3;1;97;99;1312.09
107.037;2;8.2;1;97;99;318.53
59.421;1.9;8.6;1;100;98;1027.91
138.618;2.1;10.1;1;95;98;1351.45
64.0415;1.7;10.2;1;99;98;149.77
37.315;1.4;10.2;1;100;96;124.65
29.4135;1.1;9.8;1;99;98;0
7.307;0.8;9.4;1;100;98;0
0;0;9.1;0;95;98;0
0;0;7.5;0;84;99;0
0;0;6.3;0;45;100;0
0;0;5.6;0;46;100;0
0;0;5.7;0;79;100;0
0;0;7;0;80;99;0
0;0;6.2;0;100;100;0
0;0;6.1;0;100;100;0
0;0;5.6;0;100;100;0
0;0;4.7;0;100;100;0
0;0;4.8;0;100;100;0
0;0;4.9;0;100;100;0
0;0;4.8;0;100;100;0
6.9;0.8;4.9;1;100;100;400.17
22.061;1.1;5.9;1;100;100;611.41
79.5913;1.5;7.4;1;96;98;1044.23
213.467;2.1;8.8;1;87;98;2030.73
73.1866;1.9;9.6;1;99;93;2244.41
111.75;1.9;10.3;1;100;89;1547.41
106.731;1.9;11.1;1;100;84;1233.49
121.327;1.7;11.8;1;100;80;863.14
69.6787;1.4;11;1;100;87;136.91
21.972;1.1;9.1;1;100;100;0
6.803;0.8;9;1;100;100;0
0;0;9.2;0;100;100;0
0;0;9.3;0;100;100;0
0;0;10;0;100;100;0
0;0;10;0;99;100;0
0;0;10;0;100;100;0
0;0;10.1;0;100;100;0
0;0;9.8;0;100;100;0
0;0;9.9;0;100;100;0
0;0;9.9;0;100;100;0
0;0;10;0;100;100;0
0;0;10.1;0;97;100;0
0;0;10.2;0;98;100;0
0;0;11;0;98;100;0
10.4473;0.9;10.5;1;98;100;0
21.606;1.1;9.9;1;100;100;467.84
159.238;1.8;10;1;87;100;1527.17
250.891;2.3;9.6;1;83;98;1103.18
55.618;1.8;10;1;100;93;1793.19
385.101;3;9.1;1;75;98;1134.99
477;3.6;10;1;58;93;1160.08
331.049;2.6;9.8;1;73;98;850.63
36.033;1.4;10.2;1;100;92;163.56
27.822;1.1;9.5;1;99;94;0
58.3896;1.8;9.2;1;48;96;0
0;0;8.6;0;65;97;0
0;0;8.4;0;78;99;0
0;0;7.9;0;47;99;0
0;0;7.7;0;35;99;0
0;0;7;0;73;100;0
0;0;6.6;0;40;100;0
0;0;6.6;0;58;100;0
0;0;6.1;0;41;100;0
0;0;4.4;0;23;100;0
0;0;3.7;0;36;100;0
0;0;2.6;0;80;100;0
0;0;2.1;0;81;100;0
0;0;2.1;0;81;100;0
32.3022;1.1;2.5;1;83;100;810.75
136.622;1.6;3.7;1;76;100;1447.76
77.399;1.5;6;1;96;100;1687.74
47.484;1.6;7.6;1;100;99;1772.34
55.038;1.8;9.2;1;100;98;2014.33
57.6;1.9;9.8;1;100;96;1357
54.913;1.8;10;1;100;92;1579.54
89.7655;1.6;10;1;100;87;1257.79
67.2486;1.3;9.9;1;100;89;540.67
20.758;1;9.8;1;100;92;0
5.823;0.8;8.6;1;100;98;0
0;0;7.7;0;100;100;0
0;0;7.4;0;100;100;0
0;0;7.2;0;100;100;0
0;0;7.3;0;100;100;0
0;0;7.3;0;100;100;0
0;0;6.9;0;100;100;0
0;0;6.7;0;99;100;0
0;0;6.9;0;99;100;0
0;0;7.2;0;98;100;0
0;0;7.5;0;90;100;0
0;0;8;0;100;100;0
7.13946;0.8;8.2;1;99;100;238.7361111
32.326;1.1;9;1;98;100;988.5944444
103.016;1.5;10.5;1;93;100;1112.871866
46.387;1.6;11.2;1;100;98;1656.002778
86.0594;1.9;12.3;1;98;98;1096.361111
56.379;1.9;11;1;100;100;1068.683333
53.651;1.8;11;1;100;100;677.6388889
45.962;1.6;11;1;100;100;371.9333333
34.124;1.3;12;1;100;100;178.6416667
19.561;1;11.7;1;100;100;11.77158774
4.887;0.8;12;0;100;100;0
0;0;12;0;100;100;0
0;0;11.7;0;100;100;0
0;0;12;0;100;100;0
0;0;11.8;0;100;100;0
0;0;12;0;100;100;0
0;0;12.5;0;100;100;0
0;0;12.9;0;100;100;0
0;0;13.4;0;100;100;0
0;0;13;0;100;100;0
0;0;12.7;0;100;100;0
0;0;12;0;97;100;0
0;0;12;0;98;100;0
0;0;10.9;0;98;100;0
5.138;0.8;10.3;1;100;100;61.37777778
19.779;1;9.8;1;100;100;452.5333333
34.199;1.3;10.9;1;100;100;1069.744444
73.2207;1.7;11;1;98;100;1365.325905
133.223;1.8;11.3;1;100;80;1484.547222
105.959;1.8;10.9;1;100;83;891.7083333
100.738;1.8;10.6;1;100;86;0
86.1118;1.6;10.5;1;100;86;4.536111111
33.493;1.3;9.8;1;100;93;44.46388889
18.969;1;9.8;1;100;93;0
4.437;0.8;9.9;0;100;93;0
0;0;9.8;0;100;89;0
0;0;10.1;0;91;100;0
0;0;9.6;0;91;100;0
0;0;9.5;0;65;100;0
0;0;9.2;0;100;100;0
0;0;9.1;0;97;100;0
0;0;8.9;0;67;100;0
0;0;8.9;0;89;98;0
0;0;8.4;0;64;100;0
0;0;8.3;0;69;100;0
0;0;8.3;0;93;100;0
0;0;8.3;0;99;100;0
0;0;8.6;0;99;100;0
15.4577;0.9;8.3;0;92;100;495.1337047
30.8659;1.1;9.4;1;98;100;947.3361111
33.687;1.3;10;1;100;100;603.1361111
45.284;1.6;9.1;1;100;100;1124.411111
482.105;3.7;10.4;1;50;98;1783.775
531.355;4.3;11.7;1;39;98;1421.833333
506.321;4.2;10.8;1;38;98;1882.502778
438.492;3.9;12.4;1;33;89;1612.991667
315.519;3;11.1;1;40;98;554.2479109
173.682;2.2;11;1;44;98;44.60277778
39.6407;2.1;10.7;0;26;98;0
0;0;9.3;0;37;100;0
0;0;8.7;0;22;100;0
0;0;8.3;0;41;100;0
0;0;8.4;0;51;100;0
0;0;8.1;0;60;100;0
0;0;7.1;0;65;100;0
0;0;6.2;0;77;100;0
0;0;7.1;0;64;100;0
0;0;6.5;0;75;100;0
0;0;5;0;33;100;0
0;0;5.5;0;83;100;0
0;0;5.3;0;93;100;0
0;0;4;0;66;100;0
7.12941;0.8;4.7;0;98;100;743.0833333
18.866;1;6.3;1;100;100;1488.905556
33.175;1.3;10.4;1;100;100;1886.610028
58.2552;1.6;11.8;1;99;98;2030.041667
52.118;1.7;13.8;1;100;98;2141.947222
481.129;3.6;15;1;55;96;1733.155556
501.737;4.2;15.5;1;37;94;2734.724234
306.321;2.4;15.5;1;75;90;2528.6
219.675;1.9;17.1;1;76;85;1506.908333
98.3117;1.3;16.8;1;84;85;214.1
13.2772;1;14.5;0;90;98;0
0;0;11.1;0;100;100;0
0;0;9.7;0;100;100;0
0;0;8.1;0;100;100;0
0;0;7;0;99;100;0
0;0;6;0;99;100;0
0;0;9.9;0;100;74;0
0;0;10.5;0;100;74;0
0;0;10.2;0;79;72;0
0;0;9.7;0;15;74;0
0;0;9.1;0;19;76;0
0;0;8.7;0;0;77;0
0;0;8.2;0;0;79;0
0;0;8.3;0;25;86;0
41.2641;2.3;8.3;0;16;87;1015.691667
184.1;3.2;10.2;1;0;82;2009.470752
326.62;4.1;13.2;1;0;73;1669.605556
441.77;5;14.9;1;0;69;1519.866667
515.31;5.6;16.4;1;0;66;1394.225
539.31;5.8;17.4;1;0;65;1399.525
511.3;5.5;18.2;1;0;64;2110.155556
434.134;4.8;18.7;1;4;64;1234.166667
79.045;1.3;18.4;1;100;66;1069.13649
43.07;1;17.6;1;100;72;179.9277778
21.046;1.1;16.3;0;79;79;0
0;0;15;0;25;78;0
0;0;13.7;0;26;82;0
0;0;13;0;70;84;0
0;0;12.5;0;38;80;0
0;0;12;0;43;82;0
0;0;12;0;36;81;0
0;0;11.8;0;67;89;0
0;0;11.9;0;95;87;0
0;0;11.8;0;100;85;0
0;0;11.8;0;95;86;0
0;0;11.9;0;73;84;0
0;0;11.8;0;72;84;0
0;0;12.7;0;64;87;0
31.6771;1.4;12.5;0;63;87;794.102778
158.04;1.9;13.6;1;57;85;1766.41944
319.008;3.4;15.2;1;26;78;1397.97222
436.22;4.9;17.1;1;0;70;1535.69722
509.44;5.5;18.2;1;0;66;1377.83056
533.19;5.7;18.9;1;0;66;1361.61003
500.023;4.4;19.6;1;28;64;2396.76111
427.741;4.6;20;1;9;64;1937.03333
309.643;3.6;19.8;1;15;63;915.141667
165.309;2.6;19.2;1;26;68;321.547222
27.8185;2.4;17.7;0;6;75;0
0;0;15.7;0;1;79;0
0;0;15.1;0;3;78;0
0;0;14.6;0;0;77;0
0;0;14.1;0;0;71;0
0;0;14.1;0;0;67;0
0;0;9.5;0;0;100;0
0;0;8.9;0;0;100;0
0;0;8.4;0;0;100;0
0;0;7.8;0;0;100;0
0;0;7.5;0;0;100;0
0;0;7.1;0;0;100;0
0;0;6.3;0;0;100;0
0;0;6.3;0;0;100;0
34.92;2.5;6;0;0;100;0
175;3.2;8.1;1;0;100;0
316.34;4.1;12.8;1;0;100;782.1305556
430.67;4.9;15.7;1;0;100;1797.033333
503.57;5.5;18.3;1;0;98;1580.641667
527.08;5.7;20;1;0;98;1486.891667
498.76;5.4;21.3;1;0;85;1337.409471
421.54;4.8;22.5;1;0;75;1296.475
303.88;4;23.3;1;0;71;2515.094444
160.97;3.1;23.2;1;0;74;2465.647222
24.09;2.5;18.9;0;0;98;1153.513889
0;0;15.5;0;0;100;144.9108635
0;0;16.5;0;14;76;0
0;0;15.4;0;10;81;0
0;0;15.2;0;0;75;0
0;0;14.4;0;0;78;0
0;0;13.5;0;0;83;0
0;0;12.7;0;0;88;0
0;0;12.2;0;0;89;0
0;0;11.9;0;0;90;0
0;0;11.4;0;0;94;0
0;0;10.7;0;48;99;0
0;0;10.2;0;97;100;0
0;0;10.3;0;100;100;0
3.182;0.8;10.3;0;100;100;0
17.046;1;10.9;1;100;100;0
31.12;1.2;11.1;1;100;98;0
42.512;1.5;12.4;1;100;91;163.7555556
94.563;1.7;13.5;1;100;87;616.5444444
481.387;3.6;15.4;1;51;80;810.0277778
159.47;1.8;16.1;1;97;78;1072.372222
376.95;3;16.4;1;54;77;1559.697222
296.055;3.3;16;1;24;80;2292.4039
155.42;3.1;15.8;1;0;81;2404.658333
20.5469;2.3;14.7;0;8;87;1087.902778
0;0;13.1;0;0;92;76.49444444
0;0;12.2;0;93;93;0
0;0;12;0;80;93;0
0;0;13.4;0;93;91;0
0;0;13.2;0;97;88;0
0;0;12.5;0;100;86;0
0;0;11.9;0;100;90;0